KJ Coetzer	CS MacLeod	HJW Gardiner	MW Machan	PL Mommsen (c)	RD Berrington	MH Cross †	JH Davey	RM Haq	AC Evans	I Wardlaw	
Javed Ahmadi	Nawroz Mangal	Asghar Stanikzai	Samiullah Shenwari	Mohammad Nabi (c)	Afsar Zazai †	Najibullah Zadran	Gulbadin Naib	Dawlat Zadran	Hamid Hassan	Shapoor Zadran	
