MM Ali	AD Hales	JWA Taylor	JE Root	RS Bopara	EJG Morgan (c)	JC Buttler †	BA Stokes	CR Woakes	CJ Jordan	ST Finn	
TM Dilshan	MDKJ Perera	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	HDRL Thirimanne	BMAJ Mendis, NLTC Perera, KTGD Prasad, HMRKB Herath, BAW Mendis

AD Mathews,	KTGD Prasad,	TM Dilshan,	NLTC Perera,	HMRKB Herath,	BMAJ Mendis,	BAW Mendis,	
ST Finn,	CR Woakes,	MM Ali,	CJ Jordan,	JE Root,	RS Bopara,	BA Stokes,	
