SC Ganguly (c)	SR Tendulkar	R Dravid	VG Kambli	Yuvraj Singh	RR Singh	V Dahiya †	AB Agarkar	A Kumble	Z Khan	BKV Prasad	
ME Waugh	AC Gilchrist †	IJ Harvey	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	S Lee	B Lee	JN Gillespie	GD McGrath	
GD McGrath,	B Lee,	JN Gillespie,	IJ Harvey,	S Lee,	SR Waugh,	
Z Khan,	AB Agarkar,	BKV Prasad,	A Kumble,	SR Tendulkar,	RR Singh,	
