N Hussain (c)	NV Knight	GA Hick	VS Solanki	DL Maddy	MW Alleyne	MA Ealham	CMW Read †	AR Caddick, D Gough, AD Mullally
HH Gibbs	LJ Koen	MV Boucher †	JH Kallis	ND McKenzie	WJ Cronje (c)	JN Rhodes	L Klusener	PC Strydom	SM Pollock	M Hayward
SM Pollock,	M Hayward,	WJ Cronje,	JH Kallis,	L Klusener,	PC Strydom,	
D Gough,	AR Caddick,	AD Mullally,	MA Ealham,	MW Alleyne,	
