ME Waugh	AC Gilchrist †	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	A Symonds	S Lee	DW Fleming	B Lee, GD McGrath
VVS Laxman	SC Ganguly	SS Dighe †	SR Tendulkar (c)	R Dravid	RR Singh	JJ Martin	AB Agarkar	A Kumble, J Srinath, BKV Prasad
J Srinath,	AB Agarkar,	BKV Prasad,	SR Tendulkar,	A Kumble,	RR Singh,	SC Ganguly,	
GD McGrath,	DW Fleming,	B Lee,	S Lee,	A Symonds,	DR Martyn,	
