MJ Guptill	BB McCullum (c)	TWM Latham	LRPL Taylor	DL Vettori	CJ Anderson	L Ronchi †	NL McCullum	AF Milne	MJ Henry	TA Boult	
FDM Karunaratne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	HDRL Thirimanne	BMAJ Mendis, NLTC Perera, KMDN Kulasekara, SMSM Senanayake, HMRKB Herath
