TM Dilshan	MDKJ Perera	KC Sangakkara †	SHT Kandamby	AD Mathews (c)	HDRL Thirimanne	BMAJ Mendis	NLTC Perera	KTGD Prasad	HMRKB Herath	BAW Mendis
AN Cook (c)	MM Ali	AD Hales	JE Root	RS Bopara	EJG Morgan	JC Buttler †	BA Stokes, CR Woakes, CJ Jordan, ST Finn
