CJ Nevin	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	SB Styris, SB O'Connor, BGK Walker
DJ Cullinan	G Kirsten	JH Kallis	JN Rhodes	L Klusener	N Boje	MV Boucher †	HH Dippenaar, SM Pollock (c), AA Donald, R Telemachus
SM Pollock,	R Telemachus,	AA Donald,	JH Kallis,	N Boje,	L Klusener,	
CL Cairns,	SB O'Connor,	SB Styris,	CZ Harris,	BGK Walker,	NJ Astle,	
