MJ Guptill	JD Ryder	KS Williamson	LRPL Taylor	BB McCullum (c)	CJ Anderson	L Ronchi †	NL McCullum	TG Southee	AF Milne, MJ McClenaghan
RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina	MS Dhoni (c) †	RA Jadeja	R Ashwin	B Kumar	I Sharma	Mohammed Shami	

B Kumar,	Mohammed Shami,	I Sharma,	RA Jadeja,	R Ashwin,	V Kohli,	
TG Southee,	MJ McClenaghan,	AF Milne,	CJ Anderson,	NL McCullum,	KS Williamson,	
