Javed Ahmadi	Usman Ghani	Asghar Stanikzai	Samiullah Shenwari	Mohammad Nabi (c)	Najibullah Zadran	Afsar Zazai †	Mirwais Ashraf	Dawlat Zadran	Aftab Alam	Hamid Hassan
WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	GC Wilson †	KJ O'Brien	A Balbirnie	JF Mooney	AR Cusack	GH Dockrell	CA Young	

CA Young,	JF Mooney,	AR Cusack,	KJ O'Brien,	GH Dockrell,	PR Stirling,	A Balbirnie,	
Hamid Hassan,	Dawlat Zadran,	Aftab Alam,	Mohammad Nabi,	Mirwais Ashraf,	Javed Ahmadi,	Samiullah Shenwari,	
