WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	A Balbirnie	GC Wilson †	KJ O'Brien	SR Thompson	JF Mooney	GH Dockrell	AR Cusack	
Ahmed Shehzad	Sarfraz Ahmed †	Haris Sohail	Misbah-ul-Haq (c)	Umar Akmal	Sohaib Maqsood, Shahid Afridi, Wahab Riaz, Sohail Khan, Rahat Ali, Ehsan Adil

Sohail Khan,	Ehsan Adil,	Rahat Ali,	Wahab Riaz,	Shahid Afridi,	Haris Sohail,	
AR Cusack,	JF Mooney,	SR Thompson,	GH Dockrell,	KJ O'Brien,	PR Stirling,	
