AJ Hall †	G Kirsten	JH Kallis	DJ Cullinan	ND McKenzie	L Klusener	HH Dippenaar	SM Pollock (c)	N Boje	R Telemachus, M Ntini
AC Gilchrist †	ME Waugh	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	SK Warne	S Lee	JN Gillespie	B Lee	GD McGrath	
GD McGrath,	B Lee,	SK Warne,	JN Gillespie,	S Lee,	MG Bevan,	
SM Pollock,	R Telemachus,	JH Kallis,	M Ntini,	L Klusener,	N Boje,	AJ Hall,	
