NC Johnson	GW Flower	ADR Campbell	MW Goodwin	A Flower (c) †	SV Carlisle	GJ Whittall	HH Streak	JA Rennie	AR Whittall, HK Olonga
N Hussain (c)	NV Knight	GA Hick	VS Solanki	CJ Adams	MW Alleyne	C White	MA Ealham	CMW Read †	D Gough	AR Caddick	
D Gough,	AR Caddick,	MA Ealham,	MW Alleyne,	GA Hick,	C White,	
HK Olonga,	JA Rennie,	HH Streak,	NC Johnson,	GJ Whittall,	AR Whittall,	
