H Masakadza	Sikandar Raza	BRM Taylor (c) †	SC Williams	MN Waller	E Chigumbura	T Maruma	N Mushangwe	SW Masakadza	TP Kamungozi	TL Chatara
Javed Ahmadi	Usman Ghani	Noor Ali Zadran	Samiullah Shenwari	Nasir Jamal	Mohammad Nabi (c)	Shafiqullah †	Sharafuddin Ashraf	Dawlat Zadran	Shapoor Zadran	Aftab Alam
