Amjad Ali	AR Berenger	Krishna Chandran	Khurram Khan	SP Patil †	Shaiman Anwar	Rohan Mustafa	Amjad Javed	Mohammad Naveed	Mohammad Tauqir (c)	AM Guruge	
WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	A Balbirnie	GC Wilson †	KJ O'Brien	JF Mooney	AR Cusack	GH Dockrell	MC Sorensen

JF Mooney,	MC Sorensen,	AR Cusack,	PR Stirling,	KJ O'Brien,	GH Dockrell,	
Mohammad Naveed,	AM Guruge,	Amjad Javed,	Mohammad Tauqir,	Rohan Mustafa,	Krishna Chandran,	
