SL Campbell	RD Jacobs †	JC Adams	S Chanderpaul	BC Lara (c)	RL Powell	WW Hinds	NO Perry	M Dillon	D Ramnarine	RD King	
CM Spearman	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	DJ Nash, SB Styris, DL Vettori
CL Cairns,	DJ Nash,	SB Styris,	DL Vettori,	CZ Harris,	NJ Astle,	
M Dillon,	RD King,	D Ramnarine,	NO Perry,	WW Hinds,	
