Azhar Ali (c)	Ahmed Shehzad	Mohammad Hafeez	Babar Azam	Shoaib Malik	Mohammad Rizwan	Sarfraz Ahmed †	Anwar Ali	Yasir Shah	Rahat Ali	Mohammad Irfan
MDKJ Perera	TM Dilshan	WU Tharanga	AD Mathews (c)	HDRL Thirimanne	LD Chandimal †	TAM Siriwardana	SS Pathirana	NLTC Perera	SL Malinga	ANPR Fernando

AD Mathews,	ANPR Fernando,	NLTC Perera,	SL Malinga,	SS Pathirana,	TAM Siriwardana,	TM Dilshan,	
Mohammad Irfan,	Rahat Ali,	Mohammad Hafeez,	Anwar Ali,	Yasir Shah,	Shoaib Malik,	
