SP Fleming (c)	NJ Astle	CM Spearman	RG Twose	CD McMillan	AC Parore †	CZ Harris	SB Styris	GP Sulzberger	DR Tuffey	SB O'Connor
ADR Campbell	DA Marillier	SV Carlisle	A Flower †	GW Flower	GJ Whittall	HH Streak (c), ML Nkala, PA Strang, BC Strang, DP Viljoen
HH Streak,	BC Strang,	ML Nkala,	DP Viljoen,	PA Strang,	GW Flower,	ADR Campbell,	
SB O'Connor,	DR Tuffey,	SB Styris,	CZ Harris,	GP Sulzberger,	NJ Astle,	CD McMillan,	
