KJ Coetzer	CS MacLeod	HJW Gardiner	MW Machan	PL Mommsen (c)	RD Berrington	MH Cross †	RML Taylor	MA Leask	RM Haq	I Wardlaw	
WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	GC Wilson †	KJ O'Brien	A Balbirnie	JF Mooney	AR Cusack	CA Young, GH Dockrell

CA Young,	JF Mooney,	AR Cusack,	GH Dockrell,	KJ O'Brien,	PR Stirling,	
I Wardlaw,	RML Taylor,	RM Haq,	RD Berrington,	MA Leask,	MW Machan,	
