Ahmed Shehzad	Sarfraz Ahmed †	Haris Sohail	Misbah-ul-Haq (c)	Umar Akmal	Sohaib Maqsood	Shahid Afridi	Wahab Riaz	Ehsan Adil	Sohail Khan	Rahat Ali	
DA Warner	AJ Finch	SPD Smith	MJ Clarke (c)	SR Watson	GJ Maxwell	JP Faulkner, BJ Haddin †, MG Johnson, MA Starc, JR Hazlewood
