Saeed Anwar	Imran Nazir	Shahid Afridi	Mohammad Yousuf	Inzamam-ul-Haq	Abdul Razzaq	Moin Khan (c) †	Azhar Mahmood	Waqar Younis	Mohammad Akram	Arshad Khan
ST Jayasuriya (c)	DA Gunawardene	MS Atapattu	DPMD Jayawardene	KC Sangakkara †	RP Arnold	HDPK Dharmasena	WPUJC Vaas, DNT Zoysa, M Muralitharan, KEA Upashantha
WPUJC Vaas,	DNT Zoysa,	KEA Upashantha,	M Muralitharan,	HDPK Dharmasena,	ST Jayasuriya,	
Waqar Younis,	Mohammad Akram,	Abdul Razzaq,	Azhar Mahmood,	Arshad Khan,	Shahid Afridi,	
