Tamim Iqbal	Imrul Kayes	Soumya Sarkar	Mahmudullah	Shakib Al Hasan (c)	Mushfiqur Rahim †	Sabbir Rahman	Nasir Hossain	Rubel Hossain	Taijul Islam, Taskin Ahmed
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori	TG Southee	TA Boult, MJ McClenaghan
