DL Vettori	NJ Astle	CL Cairns	SP Fleming (c)	RG Twose	CD McMillan	CZ Harris	AC Parore †	SB Styris	PJ Wiseman	GI Allott	
G Kirsten	AJ Hall	JH Kallis	DJ Cullinan	ND McKenzie, L Klusener, N Pothas †, N Boje, SM Pollock (c), R Telemachus, HH Dippenaar
SM Pollock,	R Telemachus,	JH Kallis,	L Klusener,	N Boje,	AJ Hall,	
GI Allott,	CL Cairns,	DL Vettori,	PJ Wiseman,	CZ Harris,	SB Styris,	
