G Kirsten	HH Gibbs	JH Kallis	JN Rhodes	WJ Cronje (c)	L Klusener	PC Strydom	MV Boucher †	SM Pollock	HS Williams, M Hayward
N Hussain (c)	NV Knight	GA Hick	VS Solanki	CJ Adams	MW Alleyne	C White	MA Ealham	CMW Read †	AR Caddick	D Gough	
D Gough,	AR Caddick,	C White,	MA Ealham,	MW Alleyne,	GA Hick,	
SM Pollock,	M Hayward,	HS Williams,	JH Kallis,	L Klusener,	
