CJ Nevin	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	SB Styris	BGK Walker	SB O'Connor	
DJ Cullinan	G Kirsten	JH Kallis	N Boje	JN Rhodes	MV Boucher †	L Klusener	SM Pollock (c)	S Abrahams	AA Donald, R Telemachus
SM Pollock,	R Telemachus,	AA Donald,	JH Kallis,	S Abrahams,	L Klusener,	N Boje,	
CL Cairns,	SB O'Connor,	SB Styris,	CZ Harris,	BGK Walker,	NJ Astle,	
