MDKJ Perera	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	SMA Priyanjan	PC de Silva	NLTC Perera	S Prasanna	KMDN Kulasekara	PLS Gamage	
AM Rahane	S Dhawan	AT Rayudu	V Kohli (c)	SK Raina	WP Saha †	R Ashwin, UT Yadav, DS Kulkarni, I Sharma, AR Patel

UT Yadav,	DS Kulkarni,	I Sharma,	AR Patel,	R Ashwin,	SK Raina,	AT Rayudu,	
KMDN Kulasekara,	PLS Gamage,	S Prasanna,	NLTC Perera,	PC de Silva,	AD Mathews,	TM Dilshan,	SMA Priyanjan,	
