WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	GC Wilson †	KJ O'Brien	AD Poynter	SR Thompson	MC Sorensen	GH Dockrell	TJ Murtagh	
DR Smith	KOA Powell	KA Edwards	DM Bravo	DJ Bravo (c)	D Ramdin †	MN Samuels	DJG Sammy	JO Holder, ML Cummins, NO Miller

JO Holder,	ML Cummins,	DJ Bravo,	DJG Sammy,	NO Miller,	MN Samuels,	
MC Sorensen,	TJ Murtagh,	GH Dockrell,	PR Stirling,	KJ O'Brien,	SR Thompson,	
