AP Devcich	DG Brownlie	KS Williamson (c)	LRPL Taylor	TWM Latham	JDS Neesham	L Ronchi †	DL Vettori	NL McCullum	KD Mills, AF Milne
Mohammad Hafeez	Ahmed Shehzad	Asad Shafiq	Younis Khan	Haris Sohail	Misbah-ul-Haq (c)	Sarfraz Ahmed †	Shahid Afridi	Wahab Riaz	Umar Gul, Mohammad Irfan

Umar Gul,	Mohammad Irfan,	Wahab Riaz,	Haris Sohail,	Shahid Afridi,	Asad Shafiq,	
KD Mills,	AF Milne,	DL Vettori,	JDS Neesham,	NL McCullum,	AP Devcich,	
