MJ Guptill	DG Brownlie	KS Williamson (c)	LRPL Taylor	L Ronchi †	TWM Latham	AP Devcich, NL McCullum, AF Milne, MJ Henry, MJ McClenaghan
Nasir Jamshed	Ahmed Shehzad	Younis Khan	Asad Shafiq	Haris Sohail	Umar Akmal	Sarfraz Ahmed †	Shahid Afridi (c)	Anwar Ali	Zulfiqar Babar	Mohammad Irfan	

Mohammad Irfan,	Zulfiqar Babar,	Shahid Afridi,	Anwar Ali,	Haris Sohail,	Ahmed Shehzad,	
MJ Henry,	AF Milne,	MJ McClenaghan,	AP Devcich,	KS Williamson,	NL McCullum,	
