AC Gilchrist †	ME Waugh	RT Ponting	A Symonds	S Lee	IJ Harvey	MG Bevan	SR Waugh (c), B Lee, SCG MacGill, GD McGrath
SR Tendulkar (c)	SC Ganguly	R Dravid	HH Kanitkar	JJ Martin	RR Singh	SS Dighe †	A Kumble	J Srinath	BKV Prasad	DS Mohanty	
J Srinath,	DS Mohanty,	A Kumble,	BKV Prasad,	SC Ganguly,	HH Kanitkar,	SR Tendulkar,	RR Singh,	
GD McGrath,	IJ Harvey,	S Lee,	B Lee,	SCG MacGill,	A Symonds,	SR Waugh,	
