MM Ali	IR Bell	GS Ballance	JE Root	EJG Morgan (c)	JWA Taylor	JC Buttler †	CR Woakes	SCJ Broad, ST Finn, JM Anderson
HDRL Thirimanne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene, AD Mathews (c), FDM Karunaratne, LD Chandimal, NLTC Perera, HMRKB Herath, SL Malinga, RAS Lakmal

SL Malinga,	RAS Lakmal,	AD Mathews,	TM Dilshan,	HMRKB Herath,	NLTC Perera,	
JM Anderson,	SCJ Broad,	CR Woakes,	ST Finn,	MM Ali,	JE Root,	
