JA Burns	AJ Finch	SPD Smith (c)	GJ Bailey	GJ Maxwell	MR Marsh	MS Wade †	MP Stoinis	JW Hastings	PJ Cummins, JL Pattinson
JJ Roy	AD Hales	JWA Taylor	EJG Morgan (c)	BA Stokes	JM Bairstow †	MM Ali	LE Plunkett	DJ Willey	AU Rashid, MA Wood
