SC Ganguly (c)	SR Tendulkar	R Dravid	Yuvraj Singh	RR Singh	VG Kambli	V Dahiya †	AB Agarkar, A Kumble, Z Khan, BKV Prasad
G Kirsten	AJ Hall	JH Kallis	HH Dippenaar	JN Rhodes	MV Boucher †	L Klusener	SM Pollock (c)	N Boje	R Telemachus	AA Donald	
SM Pollock,	R Telemachus,	AA Donald,	JH Kallis,	L Klusener,	N Boje,	AJ Hall,	
Z Khan,	BKV Prasad,	A Kumble,	AB Agarkar,	Yuvraj Singh,	SR Tendulkar,	RR Singh,	SC Ganguly,	
