SL Campbell	RD Jacobs †	BC Lara (c)	S Chanderpaul	RL Powell	FA Rose	NO Perry	JC Adams	M Dillon	RD King, CA Walsh
CM Spearman	NJ Astle	SP Fleming (c)	CD McMillan	CL Cairns	CZ Harris	RG Twose	AC Parore †	DJ Nash	DL Vettori, SB O'Connor
DJ Nash,	CL Cairns,	SB O'Connor,	CZ Harris,	DL Vettori,	NJ Astle,	
CA Walsh,	FA Rose,	RD King,	M Dillon,	NO Perry,	
