PA Wallace	SL Campbell	WW Hinds	JC Adams (c)	CH Gayle	RD Jacobs †	RL Powell	FA Rose	NAM McLean	CEL Ambrose, RD King
Imran Nazir	Shahid Afridi	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Abdul Razzaq	Moin Khan (c) †	Wasim Akram	Waqar Younis	Mushtaq Ahmed	Arshad Khan	
Wasim Akram,	Waqar Younis,	Mushtaq Ahmed,	Abdul Razzaq,	Arshad Khan,	Shahid Afridi,	
CEL Ambrose,	RD King,	FA Rose,	NAM McLean,	JC Adams,	CH Gayle,	
