Saeed Anwar	Imran Nazir	Mohammad Yousuf	Inzamam-ul-Haq	Shahid Afridi	Abdul Razzaq, Moin Khan (c) †, Azhar Mahmood, Wasim Akram, Arshad Khan, Mohammad Akram
Javed Omar	Habibul Bashar	Naimur Rahman	Aminul Islam (c)	Akram Khan	Khaled Mashud †	Khaled Mahmud	Mushfiqur Rahman	Enamul Haque	Shafiuddin Ahmed	Shahriar Hossain	
Mushfiqur Rahman,	Shafiuddin Ahmed,	Khaled Mahmud,	Naimur Rahman,	Enamul Haque,	Aminul Islam,	
Wasim Akram,	Mohammad Akram,	Azhar Mahmood,	Abdul Razzaq,	Arshad Khan,	Shahid Afridi,	
