Nasir Jamshed	Ahmed Shehzad	Haris Sohail	Sohaib Maqsood	Misbah-ul-Haq (c)	Umar Akmal †	Shahid Afridi	Wahab Riaz	Sohail Khan, Rahat Ali, Mohammad Irfan
Amjad Ali	AR Berenger	Krishna Chandran	Khurram Khan	Shaiman Anwar	SP Patil †	Rohan Mustafa	Amjad Javed	Mohammad Naveed	Mohammad Tauqir (c)	AM Guruge

Mohammad Naveed,	AM Guruge,	Amjad Javed,	Mohammad Tauqir,	Khurram Khan,	Krishna Chandran,	Rohan Mustafa,	
Mohammad Irfan,	Sohail Khan,	Rahat Ali,	Wahab Riaz,	Shahid Afridi,	Sohaib Maqsood,	Haris Sohail,	
