AC Gilchrist †	ME Waugh	ML Hayden	MG Bevan	SR Waugh (c)	A Symonds	DR Martyn	SK Warne, DW Fleming, B Lee, GD McGrath
CM Spearman	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	SB Styris	DL Vettori	WA Wisneski	
CL Cairns,	WA Wisneski,	SB Styris,	DL Vettori,	CZ Harris,	NJ Astle,	
GD McGrath,	DW Fleming,	B Lee,	A Symonds,	SK Warne,	DR Martyn,	
