MDKJ Perera	HDRL Thirimanne	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	NLTC Perera	PC de Silva	LD Chandimal	SMSM Senanayake, SL Malinga, RAS Lakmal
Sharjeel Khan	Ahmed Shehzad	Mohammad Hafeez	Sohaib Maqsood	Misbah-ul-Haq (c)	Umar Akmal †	Shahid Afridi	Bilawal Bhatti	Umar Gul	Saeed Ajmal	Junaid Khan	

Mohammad Hafeez,	Umar Gul,	Junaid Khan,	Bilawal Bhatti,	Saeed Ajmal,	Shahid Afridi,	
SL Malinga,	RAS Lakmal,	SMSM Senanayake,	PC de Silva,	NLTC Perera,	AD Mathews,	
