Q de Kock †	HM Amla	F du Plessis	AB de Villiers (c)	JP Duminy	DA Miller, R McLaren, WD Parnell, KJ Abbott, AM Phangiso, Imran Tahir
V Sibanda	R Mutumbami †	H Masakadza	BRM Taylor	SC Williams	E Chigumbura (c)	LM Jongwe	N Madziva	SW Masakadza	P Utseya	J Nyumbu	

SW Masakadza,	N Madziva,	LM Jongwe,	P Utseya,	SC Williams,	J Nyumbu,	
KJ Abbott,	WD Parnell,	R McLaren,	AM Phangiso,	Imran Tahir,	JP Duminy,	
