Ahmed Shehzad	Sarfraz Ahmed †	Asad Shafiq	Misbah-ul-Haq (c)	Umar Akmal	Fawad Alam	Shahid Afridi	Wahab Riaz	Raza Hasan	Zulfiqar Babar	Mohammad Irfan	
DA Warner	AJ Finch	SPD Smith	GJ Bailey (c)	GJ Maxwell	JP Faulkner	BJ Haddin †	MG Johnson, KW Richardson, XJ Doherty, NM Lyon
