AJ Hall	G Kirsten	JH Kallis	DJ Cullinan	JN Rhodes	MV Boucher †	L Klusener	SM Pollock (c)	N Boje	R Telemachus	DJ Terbrugge
ME Waugh	AC Gilchrist †	RT Ponting	DR Martyn	A Symonds	SR Waugh (c)	IJ Harvey	MG Bevan	SK Warne	JN Gillespie	GD McGrath	
GD McGrath,	JN Gillespie,	IJ Harvey,	SK Warne,	A Symonds,	
SM Pollock,	R Telemachus,	DJ Terbrugge,	JH Kallis,	L Klusener,	N Boje,	AJ Hall,	
