Anamul Haque	Tamim Iqbal	Soumya Sarkar	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †	Sabbir Rahman	Mashrafe Mortaza (c)	Mominul Haque	Rubel Hossain	Taskin Ahmed	
Javed Ahmadi	Afsar Zazai †	Nawroz Mangal	Asghar Stanikzai	Samiullah Shenwari	Mohammad Nabi (c)	Najibullah Zadran	Mirwais Ashraf	Aftab Alam	Hamid Hassan	Shapoor Zadran	
