Javed Ahmadi	Usman Ghani	Afsar Zazai †	Nasir Jamal	Asghar Stanikzai	Mohammad Nabi (c)	Najibullah Zadran	Mirwais Ashraf	Dawlat Zadran	Hamid Hassan	Aftab Alam	
WTS Porterfield (c)	PR Stirling	EC Joyce	GC Wilson †	NJ O'Brien	KJ O'Brien	A Balbirnie	JF Mooney	AR Cusack	CA Young, GH Dockrell

CA Young,	JF Mooney,	AR Cusack,	GH Dockrell,	PR Stirling,	A Balbirnie,	KJ O'Brien,	
Hamid Hassan,	Mohammad Nabi,	Mirwais Ashraf,	Javed Ahmadi,	Dawlat Zadran,	Nasir Jamal,	Aftab Alam,	
