MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	CJ Anderson	L Ronchi †	GD Elliott	DL Vettori	KD Mills	TA Boult, MJ McClenaghan
HDRL Thirimanne (c)	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	FDM Karunaratne	LD Chandimal	BMAJ Mendis	NLTC Perera	KTGD Prasad	HMRKB Herath	RAS Lakmal	

RAS Lakmal,	KTGD Prasad,	HMRKB Herath,	NLTC Perera,	BMAJ Mendis,	HDRL Thirimanne,	TM Dilshan,	
KD Mills,	TA Boult,	CJ Anderson,	MJ McClenaghan,	DL Vettori,	KS Williamson,	GD Elliott,	
