Tamim Iqbal	Soumya Sarkar	Liton Das	Mushfiqur Rahim †	Shakib Al Hasan	Sabbir Rahman	Nasir Hossain	Mashrafe Mortaza (c)	Rubel Hossain	Taskin Ahmed	Mustafizur Rahman	
RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina	MS Dhoni (c) †	RA Jadeja	R Ashwin	B Kumar	MM Sharma	UT Yadav	

B Kumar,	UT Yadav,	R Ashwin,	MM Sharma,	SK Raina,	RA Jadeja,	V Kohli,	
Mustafizur Rahman,	Taskin Ahmed,	Mashrafe Mortaza,	Rubel Hossain,	Nasir Hossain,	Shakib Al Hasan,	
