AN Cook (c)	MM Ali	IR Bell	JE Root	EJG Morgan	RS Bopara	JC Buttler †	CR Woakes	JC Tredwell	ST Finn	HF Gurney	
TM Dilshan	MDKJ Perera	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c), NLTC Perera, HDRL Thirimanne, BMAJ Mendis, KTGD Prasad, HMRKB Herath, BAW Mendis
