MDKJ Perera	TM Dilshan	HDRL Thirimanne	AD Mathews (c)	LD Chandimal †	SMA Priyanjan	TAM Siriwardana	SS Pathirana	SL Malinga	RAS Lakmal	ANPR Fernando	
Azhar Ali (c)	Ahmed Shehzad	Mohammad Hafeez	Sarfraz Ahmed †	Shoaib Malik	Mohammad Rizwan, Imad Wasim, Anwar Ali, Yasir Shah, Rahat Ali, Mohammad Irfan

Mohammad Irfan,	Anwar Ali,	Rahat Ali,	Yasir Shah,	Azhar Ali,	Imad Wasim,	Shoaib Malik,	
SL Malinga,	RAS Lakmal,	SS Pathirana,	ANPR Fernando,	AD Mathews,	TAM Siriwardana,	TM Dilshan,	
