AJ Finch	DA Warner	SR Watson	SPD Smith	GJ Bailey (c)	MR Marsh	MS Wade †	MA Starc, KW Richardson, XJ Doherty, JR Hazlewood
HM Amla	Q de Kock †	F du Plessis	RR Rossouw	AB de Villiers (c)	F Behardien	DA Miller	VD Philander	DW Steyn	M Morkel	Imran Tahir	

M Morkel,	VD Philander,	DW Steyn,	F Behardien,	Imran Tahir,	AB de Villiers,	
MA Starc,	JR Hazlewood,	SR Watson,	KW Richardson,	XJ Doherty,	MR Marsh,	
