RG Sharma	S Dhawan	AM Rahane	V Kohli	SK Raina	MS Dhoni (c) †	AR Patel	R Ashwin	B Kumar	Mohammed Shami	UT Yadav
AJ Finch	DA Warner	SR Watson	SPD Smith	GJ Maxwell	GJ Bailey (c)	BJ Haddin †	JP Faulkner	MA Starc, PJ Cummins, GS Sandhu

MA Starc,	PJ Cummins,	GS Sandhu,	JP Faulkner,	SR Watson,	GJ Maxwell,	
B Kumar,	UT Yadav,	Mohammed Shami,	AR Patel,	R Ashwin,	SK Raina,	
