RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina	MS Dhoni (c) †	RA Jadeja	R Ashwin	Mohammed Shami, MM Sharma, UT Yadav
Tamim Iqbal	Imrul Kayes	Soumya Sarkar	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †	Sabbir Rahman	Nasir Hossain	Mashrafe Mortaza (c)	Rubel Hossain	Taskin Ahmed	

Mashrafe Mortaza,	Taskin Ahmed,	Nasir Hossain,	Mahmudullah,	Rubel Hossain,	Shakib Al Hasan,	
UT Yadav,	Mohammed Shami,	MM Sharma,	R Ashwin,	SK Raina,	RA Jadeja,	
