Q de Kock †	HM Amla	F du Plessis	AB de Villiers (c)	JP Duminy	DA Miller	R McLaren	WD Parnell	KJ Abbott	AM Phangiso	Imran Tahir	
H Masakadza	R Mutumbami †	Sikandar Raza	BRM Taylor	SC Williams	E Chigumbura (c)	LM Jongwe	P Utseya	N Madziva	J Nyumbu	BV Vitori	
