ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	KC Sangakkara	RP Arnold	WPUJC Vaas	TM Dilshan, K Weeraratne, M Muralitharan, DNT Zoysa
SC Ganguly (c)	SR Tendulkar	Yuvraj Singh	VG Kambli	HK Badani	RR Singh	V Dahiya †	SB Joshi	AB Agarkar	Z Khan	BKV Prasad	
Z Khan,	AB Agarkar,	BKV Prasad,	SB Joshi,	SR Tendulkar,	Yuvraj Singh,	RR Singh,	SC Ganguly,	
WPUJC Vaas,	DNT Zoysa,	K Weeraratne,	M Muralitharan,	
