WTS Porterfield (c)	PR Stirling	EC Joyce	A Balbirnie	GC Wilson †	KJ O'Brien	SR Thompson	JF Mooney	GH Dockrell	AR McBrine	TJ Murtagh
CJ Chibhabha	R Mutumbami †	CR Ervine	SC Williams	E Chigumbura (c)	Sikandar Raza	MN Waller	LM Jongwe	WP Masakadza	T Panyangara	J Nyumbu

T Panyangara,	LM Jongwe,	CJ Chibhabha,	J Nyumbu,	WP Masakadza,	SC Williams,	
JF Mooney,	TJ Murtagh,	AR McBrine,	PR Stirling,	GH Dockrell,	KJ O'Brien,	
