JJ Roy	AD Hales	JE Root	EJG Morgan (c)	BA Stokes	JC Buttler †	SW Billings	AU Rashid	DJ Willey	MA Wood	ST Finn	
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	MJ Santner	L Ronchi †	BM Wheeler	TG Southee	MJ Henry, MJ McClenaghan

TG Southee,	BM Wheeler,	MJ Henry,	MJ McClenaghan,	MJ Santner,	GD Elliott,	KS Williamson,	
ST Finn,	DJ Willey,	MA Wood,	AU Rashid,	BA Stokes,	JE Root,	
