Imran Nazir	Shahid Afridi	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan (c) †	Abdul Razzaq	Wasim Akram	Waqar Younis, Arshad Khan, Mohammad Akram
HH Gibbs	ND McKenzie	JH Kallis	WJ Cronje (c)	DN Crookes	MV Boucher †	N Boje	L Klusener	SM Pollock	S Elworthy	M Hayward	
SM Pollock,	M Hayward,	JH Kallis,	S Elworthy,	L Klusener,	DN Crookes,	WJ Cronje,	
Wasim Akram,	Waqar Younis,	Mohammad Akram,	Abdul Razzaq,	Shahid Afridi,	Arshad Khan,	
