Tamim Iqbal	Anamul Haque	Mominul Haque	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †	Sabbir Rahman	Mashrafe Mortaza (c)	Arafat Sunny	Al-Amin Hossain, Rubel Hossain
H Masakadza	Sikandar Raza	V Sibanda	BRM Taylor	RW Chakabva †	E Chigumbura (c)	SF Mire	T Panyangara	J Nyumbu	TL Chatara	TP Kamungozi	

T Panyangara,	TL Chatara,	E Chigumbura,	SF Mire,	J Nyumbu,	H Masakadza,	TP Kamungozi,	Sikandar Raza,	
Mashrafe Mortaza,	Al-Amin Hossain,	Arafat Sunny,	Shakib Al Hasan,	Mominul Haque,	Rubel Hossain,	Mahmudullah,	Sabbir Rahman,	
