JJ Roy	AD Hales	JE Root	EJG Morgan (c)	JWA Taylor	JC Buttler †	MM Ali	CR Woakes	AU Rashid	DJ Willey	RJW Topley	
Azhar Ali (c)	Bilal Asif	Mohammad Hafeez	Younis Khan	Shoaib Malik	Babar Azam	Sarfraz Ahmed †, Anwar Ali, Wahab Riaz, Yasir Shah, Mohammad Irfan
