AJ Finch	PJ Hughes	SPD Smith	GJ Maxwell	GJ Bailey (c)	MR Marsh	BJ Haddin †	MG Johnson	MA Starc	KW Richardson, NM Lyon
HM Amla	Q de Kock †	F du Plessis	AB de Villiers (c)	JP Duminy	DA Miller	R McLaren	DW Steyn	AM Phangiso	M Morkel	Imran Tahir	

DW Steyn,	JP Duminy,	M Morkel,	R McLaren,	Imran Tahir,	AM Phangiso,	
MG Johnson,	GJ Maxwell,	KW Richardson,	MA Starc,	MR Marsh,	NM Lyon,	
