Imran Nazir	Shahid Afridi	Saeed Anwar	Mohammad Yousuf	Ijaz Ahmed	Abdul Razzaq	Azhar Mahmood	Atiq-uz-Zaman †	Waqar Younis (c), Kabir Khan, Arshad Khan
CL Cairns	NJ Astle	RG Twose	SP Fleming (c)	CZ Harris	CD McMillan	AC Parore †	DL Vettori	SB Styris	SB O'Connor	GI Allott	
GI Allott,	CL Cairns,	SB O'Connor,	SB Styris,	DL Vettori,	NJ Astle,	CZ Harris,	
Waqar Younis,	Kabir Khan,	Abdul Razzaq,	Azhar Mahmood,	Shahid Afridi,	Arshad Khan,	
