H Masakadza	R Mutumbami †	Sikandar Raza	E Chigumbura (c)	SC Williams	MN Waller	LM Jongwe	P Utseya	J Nyumbu	TP Kamungozi	T Panyangara	
Q de Kock †	RR Rossouw	F du Plessis (c)	JP Duminy	DA Miller	R McLaren, WD Parnell, KJ Abbott, AM Phangiso, M de Lange, M Shezi

KJ Abbott,	M de Lange,	R McLaren,	WD Parnell,	M Shezi,	AM Phangiso,	
T Panyangara,	LM Jongwe,	TP Kamungozi,	J Nyumbu,	SC Williams,	P Utseya,	
