Saeed Anwar	Shahid Afridi	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan †	Abdul Razzaq	Wasim Akram (c)	Waqar Younis	Saqlain Mushtaq, Shoaib Akhtar
SR Tendulkar (c)	SC Ganguly	VVS Laxman	R Dravid	JJ Martin	RR Singh	SS Dighe †	A Kumble	J Srinath	BKV Prasad	DS Mohanty	
J Srinath,	DS Mohanty,	BKV Prasad,	A Kumble,	SC Ganguly,	RR Singh,	SR Tendulkar,	
Wasim Akram,	Shoaib Akhtar,	Saqlain Mushtaq,	Abdul Razzaq,	Waqar Younis,	Shahid Afridi,	
