Sarfraz Ahmed †	Ahmed Shehzad	Younis Khan	Misbah-ul-Haq (c)	Sohaib Maqsood	Umar Akmal	Shahid Afridi	Wahab Riaz	Sohail Khan	Rahat Ali	Mohammad Irfan	
Q de Kock †	HM Amla	F du Plessis	RR Rossouw	AB de Villiers (c)	DA Miller	JP Duminy	DW Steyn	KJ Abbott	M Morkel	Imran Tahir	

DW Steyn,	KJ Abbott,	M Morkel,	Imran Tahir,	AB de Villiers,	JP Duminy,	
Mohammad Irfan,	Sohail Khan,	Rahat Ali,	Shahid Afridi,	Wahab Riaz,	
