MM Ali	IR Bell	JWA Taylor	JE Root	EJG Morgan (c)	JC Buttler †	RS Bopara	CR Woakes	SCJ Broad	JM Anderson, ST Finn
AJ Finch	SE Marsh	SPD Smith (c)	CL White	GJ Maxwell	JP Faulkner	BJ Haddin †	MC Henriques	MA Starc	PJ Cummins, GS Sandhu

MA Starc,	PJ Cummins,	GS Sandhu,	GJ Maxwell,	JP Faulkner,	MC Henriques,	
CR Woakes,	JM Anderson,	SCJ Broad,	MM Ali,	ST Finn,	RS Bopara,	
